GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,10_92count,10_92sum,10_92mean,10_93count,10_93sum,10_93mean,10_94count,10_94sum,10_94mean,12_94count,12_94sum,12_94mean,12_95count,12_95sum,12_95mean,12_96count,12_96sum,12_96mean,12_97count,12_97sum,12_97mean,12_98count,12_98sum,12_98mean,12_99count,12_99sum,12_99mean,14_97count,14_97sum,14_97mean,14_98count,14_98sum,14_98mean,14_99count,14_99sum,14_99mean,14_00count,14_00sum,14_00mean,14_01count,14_01sum,14_01mean,14_02count,14_02sum,14_02mean,14_03count,14_03sum,14_03mean,15_00count,15_00sum,15_00mean,15_01count,15_01sum,15_01mean,15_02count,15_02sum,15_02mean,15_03count,15_03sum,15_03mean,15_04count,15_04sum,15_04mean,15_05count,15_05sum,15_05mean,15_06count,15_06sum,15_06mean,15_07count,15_07sum,15_07mean,16_04count,16_04sum,16_04mean,16_05count,16_05sum,16_05mean,16_06count,16_06sum,16_06mean,16_07count,16_07sum,16_07mean,16_08count,16_08sum,16_08mean,16_09count,16_09sum,16_09mean,18_10count,18_10sum,18_10mean,18_11count,18_11sum,18_11mean,18_12count,18_12sum,18_12mean,18_13count,18_13sum,18_13mean
IND,India,IND.18_1,Lakshadweep,Íles Laquedives|Laccadive|Minicoy and Amindivi Islands|Laccadives|Lackadiverna|Lakkadiven|Lakkadi,,Union Territor,Union Territory,,IN.LD,42,45,1.07142857142857,42,154,3.66666666666667,42,119,2.83333333333333,42,67,1.59523809523809,42,141,3.35714285714286,42,177,4.21428571428571,42,160,3.80952380952381,42,165,3.92857142857143,42,162,3.85714285714286,42,108,2.57142857142857,42,124,2.95238095238095,42,113,2.69047619047619,42,105,2.5,42,91,2.16666666666667,42,117,2.78571428571429,42,113,2.69047619047619,42,173,4.11904761904762,42,173,4.11904761904762,42,160,3.80952380952381,42,113,2.69047619047619,42,102,2.42857142857143,42,116,2.76190476190476,42,113,2.69047619047619,42,90,2.14285714285714,42,147,3.5,42,104,2.47619047619048,42,104,2.47619047619048,42,142,3.38095238095238,42,136,3.23809523809524,42,119,2.83333333333333,42,185,4.40476190476191,42,187,4.45238095238095,42,184,4.38095238095238,42,194,4.61904761904762
IND,India,IND.19_1,Madhya Pradesh,,,State,State,,IN.MP,392383,576369,1.46889391232546,392383,667980,1.70236732987923,392383,782102,1.99321071504117,392383,969459,2.47069572331115,392383,1097623,2.79732557220879,392383,1094370,2.78903520285028,392383,1032720,2.63191830430982,392383,1142843,2.91257011644235,392383,1094960,2.79053883578035,392383,661190,1.68506280853146,392383,847120,2.15891106393498,392383,828448,2.11132490449382,392383,862626,2.19842857616156,392383,700337,1.78483012770686,392383,713071,1.81728311369249,392383,547791,1.39606201084145,392383,1173874,2.99165356297291,392383,1053279,2.68431354059681,392383,1019257,2.59760743966991,392383,554990,1.4144088811187,392383,587355,1.49689206718946,392383,587835,1.49811536177663,392383,508785,1.29665403445103,392383,501108,1.27708896664738,392383,802521,2.04524915707357,392383,638963,1.62841662355403,392383,579156,1.47599666652225,392383,893646,2.27748398885783,392383,801807,2.04342950637515,392383,516955,1.31747552773693,392383,936540,2.38680065140437,392383,855499,2.18026520007238,392383,936146,2.38579653043073,392383,1074641,2.73875524678694
IND,India,IND.20_1,Maharashtra,,,State,State,,IN.MH,380868,1141629,2.99744005797284,380868,1353821,3.55456746169276,380868,1255643,3.2967931146749,380868,1445192,3.79446947498871,380868,1637366,4.2990379869141,380868,1730325,4.54310942373736,380868,1821891,4.78352342543873,380868,2065192,5.42233004610521,380868,2180237,5.72439007740214,380868,1304901,3.42612401146854,380868,1535854,4.03250995095414,380868,1542901,4.05101242425197,380868,1702374,4.46972179337723,380868,1715010,4.50289864204921,380868,1713836,4.49981620929036,380868,1605684,4.21585431173005,380868,2117064,5.5585242131132,380868,2241324,5.88477897854375,380868,2163454,5.68032494197465,380868,1474328,3.87096841950492,380868,1403836,3.68588592373211,380868,1302599,3.42007992270288,380868,1249983,3.28193232300955,380868,1304829,3.42593496959576,380868,1819240,4.77656300870643,380868,1389215,3.64749729565099,380868,1375325,3.61102796769484,380868,1900013,4.98863910856255,380868,1871906,4.91484188747808,380868,1651331,4.33570423348772,380868,2488409,6.53352079985717,380868,2376267,6.23908283184725,380868,2629511,6.90399561002762,380868,2413076,6.33572786372181
IND,India,IND.21_1,Manipur,,,State,State,,IN.MN,28686,10004,0.34874154639894,28686,13243,0.461653768388761,28686,10526,0.366938576309001,28686,10479,0.365300146412884,28686,12850,0.447953705640382,28686,12701,0.442759534267587,28686,14534,0.506658300216133,28686,18123,0.631771595900439,28686,15626,0.544725650142927,28686,11184,0.389876594854633,28686,10863,0.378686467266262,28686,15498,0.540263543191801,28686,12952,0.451509447117061,28686,11973,0.417381300983058,28686,13457,0.469113853447675,28686,10822,0.37725719863348,28686,18070,0.629924004740989,28686,18370,0.64038206790769,28686,17675,0.616154221571498,28686,9947,0.346754514397267,28686,8837,0.308059680680471,28686,9413,0.328139161960538,28686,8536,0.297566757303214,28686,7558,0.263473471379767,28686,14146,0.493132538520533,28686,10965,0.382242208742941,28686,12857,0.448197727114272,28686,14932,0.520532664017291,28686,13914,0.485044969671617,28686,11235,0.391654465592972,28686,19638,0.684584814892282,28686,17709,0.617339468730391,28686,17797,0.62040716725929,28686,22311,0.777766157707593
IND,India,IND.22_1,Meghalaya,,,State,State,,IN.ML,29116,8264,0.283830196455557,29116,13673,0.469604341255667,29116,14864,0.510509685396346,29116,12444,0.427393872784723,29116,20586,0.707033933232587,29116,14583,0.500858634427806,29116,16170,0.555364747904932,29116,21083,0.724103585657371,29116,18514,0.635870311856024,29116,12001,0.412178870724001,29116,13644,0.468608325319412,29116,20466,0.702912487979118,29116,15769,0.541592251682923,29116,13960,0.47946146448688,29116,15703,0.539325456793516,29116,11187,0.384221733754637,29116,19320,0.66355268580849,29116,22322,0.766657507899437,29116,17553,0.602864404451161,29116,12191,0.418704492375326,29116,13687,0.470085176535238,29116,16711,0.573945596922654,29116,16771,0.576006319549389,29116,22109,0.759341942574529,29116,21758,0.747286715208133,29116,18629,0.639820030223932,29116,22424,0.770160736364885,29116,29416,1.01030361313367,29116,27580,0.947245500755598,29116,24554,0.843316389613958,29116,47614,1.63532078582223,29116,28837,0.990417639785685,29116,36147,1.24148234647616,29116,35667,1.22499656546229
IND,India,IND.23_1,Mizoram,,,State,State,,IN.MZ,27026,2285,0.084548212832088,27026,4090,0.151335750758529,27026,4698,0.173832605639014,27026,3654,0.135203137719233,27026,4375,0.161881151483756,27026,5061,0.187264116036409,27026,4507,0.166765337082809,27026,6716,0.248501443054836,27026,8912,0.329756530748168,27026,3674,0.135943165840302,27026,4720,0.17464663657219,27026,6437,0.238178050765929,27026,4983,0.184378006364242,27026,5554,0.20550580922075,27026,5724,0.211796048249834,27026,4727,0.174905646414564,27026,7171,0.265337082809147,27026,7855,0.290646044549693,27026,7276,0.269222230444757,27026,4793,0.17734773921409,27026,4551,0.16839339894916,27026,5061,0.187264116036409,27026,4894,0.181084881225487,27026,4732,0.175090653444831,27026,7054,0.261007918300895,27026,4848,0.179382816547029,27026,5696,0.210760008880337,27026,9037,0.334381706504847,27026,7083,0.262080959076445,27026,6283,0.232479834233701,27026,9912,0.366757936801598,27026,7160,0.264930067342559,27026,7418,0.274476430104344,27026,7215,0.266965144675498
IND,India,IND.24_1,Nagaland,,,State,State,,IN.NL,21565,4257,0.197403199629029,21565,6538,0.30317644331092,21565,5489,0.254532807790401,21565,3928,0.182146997449571,21565,5323,0.246835149547878,21565,7367,0.341618363088338,21565,6515,0.302109900301414,21565,7644,0.354463250637607,21565,7190,0.33341061905866,21565,5038,0.233619290517042,21565,5000,0.231857175979597,21565,6425,0.297936471133782,21565,6296,0.291954555993508,21565,6357,0.294783213540459,21565,8068,0.374124739160677,21565,5613,0.260282865754695,21565,9646,0.447298863899838,21565,10079,0.467377695339671,21565,10417,0.483051240435891,21565,6017,0.279016925573846,21565,6558,0.304103872014839,21565,8283,0.3840945977278,21565,8106,0.375886853698122,21565,5627,0.260932065847438,21565,9932,0.460561094365871,21565,7820,0.362624623232089,21565,8015,0.371667053095293,21565,13019,0.603709714815674,21565,11593,0.537584048226293,21565,10243,0.474982610711802,21565,20158,0.934755390679342,21565,15986,0.741293763041966,21565,13053,0.605286343612335,21565,13013,0.603431486204498
IND,India,IND.25_1,NCT of Delhi,,,Union Territor,Union Territory,,IN.DL,2002,88326,44.1188811188811,2002,86073,42.9935064935065,2002,86991,43.452047952048,2002,96566,48.2347652347652,2002,93128,46.5174825174825,2002,95029,47.467032967033,2002,97424,48.6633366633367,2002,99538,49.7192807192807,2002,97335,48.6188811188811,2002,89364,44.6373626373626,2002,90220,45.0649350649351,2002,93723,46.8146853146853,2002,96257,48.0804195804196,2002,99684,49.7922077922078,2002,99269,49.5849150849151,2002,98877,49.3891108891109,2002,101609,50.7537462537463,2002,100983,50.4410589410589,2002,103079,51.488011988012,2002,95542,47.7232767232767,2002,96783,48.3431568431568,2002,98159,49.0304695304695,2002,100922,50.4105894105894,2002,94631,47.2682317682318,2002,102286,51.0919080919081,2002,98934,49.4175824175824,2002,104149,52.0224775224775,2002,106543,53.2182817182817,2002,105228,52.5614385614386,2002,108743,54.3171828171828,2002,115009,57.4470529470529,2002,113108,56.4975024975025,2002,116829,58.3561438561439,2002,116509,58.1963036963037
IND,India,IND.26_1,Odisha,,,State,State,,IN.OR,194102,128187,0.660410505816529,194102,143420,0.738889862031303,194102,167719,0.86407661950933,194102,156679,0.80719930758055,194102,233888,1.2049747040216,194102,253843,1.30778147571895,194102,268973,1.38573018309961,194102,320585,1.65163161636665,194102,295958,1.52475502570813,194102,176799,0.91085614779858,194102,218271,1.12451700652234,194102,184017,0.948042781630277,194102,265145,1.36600859341995,194102,204739,1.05480108396616,194102,236966,1.22083234588,194102,191011,0.984075383046027,194102,355843,1.83327837940876,194102,339123,1.74713810264706,194102,342760,1.7658756736149,194102,202190,1.04166881330435,194102,240241,1.23770491803279,194102,244792,1.26115135341212,194102,238278,1.22759167860197,194102,236582,1.21885400459552,194102,317392,1.63518150250899,194102,251902,1.29778157875756,194102,265422,1.3674356781486,194102,367940,1.89560128180029,194102,334082,1.72116722135784,194102,333980,1.72064172445415,194102,494445,2.54734624063637,194102,459341,2.36649287488022,194102,511540,2.63541849130869,194102,524115,2.70020401644496
IND,India,IND.27_1,Puducherry,Pondicherry|Puduchcheri|Pondichéry,,Union Territor,Union Territory,,IN.PY,669,5748,8.59192825112108,669,6463,9.66068759342302,669,7156,10.6965620328849,669,8613,12.8744394618834,669,9349,13.9745889387145,669,9474,14.1614349775785,669,9492,14.1883408071749,669,10690,15.9790732436472,669,11161,16.6831091180867,669,7265,10.8594917787743,669,7962,11.9013452914798,669,8323,12.440956651719,669,8597,12.8505231689088,669,9755,14.5814648729447,669,10682,15.9671150971599,669,11129,16.6352765321375,669,11067,16.542600896861,669,11798,17.6352765321375,669,12466,18.6337817638266,669,9175,13.7144992526158,669,9293,13.8908819133034,669,9918,14.8251121076233,669,10067,15.0478325859492,669,10168,15.1988041853513,669,11658,17.4260089686099,669,9860,14.7384155455904,669,11478,17.1569506726457,669,13705,20.4857997010463,669,13856,20.711509715994,669,13765,20.575485799701,669,18465,27.6008968609865,669,15878,23.7339312406577,669,17409,26.0224215246637,669,17168,25.6621823617339
IND,India,IND.28_1,Punjab,,,State,State,,IN.PB,68204,525985,7.71193771626298,68204,525995,7.7120843352296,68204,474260,6.95355111137177,68204,713251,10.4576124567474,68204,645948,9.47082282564073,68204,673031,9.86791097296346,68204,687828,10.0848630578852,68204,793157,11.6291859714973,68204,824976,12.0957128614158,68204,593156,8.69679197701015,68204,594968,8.72335933376342,68204,663759,9.73196586710457,68204,679588,9.96404902938244,68204,759100,11.1298457568471,68204,745596,10.9318515043106,68204,739148,10.8373115946279,68204,777324,11.3970441616327,68204,754933,11.0687496334526,68204,781227,11.4542695443083,68204,525549,7.70554512931793,68204,561392,8.23107149140813,68204,617285,9.05056888159052,68204,684179,10.0313617969621,68204,680020,9.97038296874084,68204,836249,12.2609964224972,68204,696349,10.2097970793502,68204,814180,11.9374230250425,68204,964027,14.1344642542959,68204,891469,13.0706263562254,68204,928895,13.6193625007331,68204,1177236,17.2605125799073,68204,985983,14.4563808574277,68204,1129864,16.56594921119,68204,1049255,15.384068383086
IND,India,IND.29_1,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,446195,629853,1.41160927397214,446195,721067,1.61603558982059,446195,766299,1.71740830802676,446195,834723,1.87075830074295,446195,995858,2.23188964466209,446195,1063579,2.38366409305348,446195,1087294,2.43681350082363,446195,1154053,2.58643194119163,446195,1193217,2.67420522417329,446195,792413,1.77593428881991,446195,894138,2.00391756967245,446195,907950,2.03487264536806,446195,955687,2.14185950089087,446195,1032107,2.31312990956869,446195,994411,2.22864666793666,446195,993856,2.22740281715393,446195,1287706,2.88597138022613,446195,1263327,2.83133383386188,446195,1304623,2.92388529678728,446195,894650,2.00506505003418,446195,953548,2.13706563273905,446195,936873,2.09969407994263,446195,971367,2.1770010869687,446195,1007450,2.25786931722677,446195,1311120,2.93844619504925,446195,1079045,2.41832606819888,446195,1171840,2.62629567789868,446195,1501580,3.36529992492072,446195,1440666,3.22878113829155,446195,1501148,3.36433173836551,446195,2275266,5.09926377480698,446195,1817098,4.07243021548874,446195,2167523,4.857793117359,446195,2114393,4.73871961810419
IND,India,IND.30_1,Sikkim,,,State,State,,IN.SK,9331,1418,0.151966563069339,9331,1654,0.177258600364377,9331,1684,0.180473689851034,9331,1206,0.129246597363627,9331,2992,0.320651591469296,9331,2909,0.311756510556211,9331,2989,0.32033008252063,9331,2473,0.265030543350123,9331,4009,0.429643125066981,9331,2400,0.25720715893259,9331,2148,0.230200407244668,9331,2938,0.314864430393313,9331,2812,0.301361054549352,9331,3125,0.334905154860144,9331,3651,0.391276390526203,9331,1883,0.201800450112528,9331,4470,0.479048333511949,9331,4451,0.4770121101704,9331,5558,0.595648912228057,9331,3808,0.408102025506377,9331,4332,0.464258921873325,9331,5322,0.570356874933019,9331,6040,0.647304683313686,9331,5393,0.577965920051441,9331,5183,0.55546029364484,9331,5209,0.558246704533276,9331,5765,0.617833029685993,9331,9055,0.970421176722752,9331,9097,0.974922302004072,9331,7654,0.820276497695853,9331,16023,1.71717929482371,9331,12556,1.34562211981567,9331,11963,1.28207051762941,9331,13238,1.41871182081235
IND,India,IND.31_1,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,155231,614577,3.95911254839562,155231,737094,4.74836856040353,155231,752654,4.8486062706547,155231,768980,4.95377856227171,155231,964305,6.21206460049861,155231,928354,5.98046781892792,155231,976778,6.29241581900522,155231,1116467,7.19229406497413,155231,1243262,8.00910900528889,155231,742769,4.78492697979141,155231,815769,5.25519387235797,155231,932976,6.01024279944083,155231,981288,6.32146929414872,155231,1074318,6.92076969162087,155231,1087507,7.00573339088198,155231,1150967,7.41454348680354,155231,1235127,7.95670323582274,155231,1303392,8.39646720049475,155231,1302470,8.39052766522151,155231,896976,5.77833035927102,155231,883047,5.68859957096199,155231,927186,5.97294354864685,155231,962833,6.20258195850056,155231,940535,6.05893796986427,155231,1193419,7.68801978986156,155231,1000102,6.44266931218636,155231,1139685,7.34186470485921,155231,1388322,8.94358729892869,155231,1307990,8.42608757271421,155231,1347500,8.68061147580058,155231,2015862,12.9862076518221,155231,1579131,10.1727812099387,155231,1604865,10.3385599525868,155231,1605257,10.3410852213797
IND,India,IND.32_1,Telangana,,,State,State,,IN.TG,140791,382114,2.7140513243034,140791,510117,3.62322165479328,140791,445728,3.16588418293783,140791,455936,3.23838881746703,140791,556370,3.95174407455022,140791,626835,4.45223771405843,140791,606556,4.30820151856298,140791,726572,5.16064237060608,140791,765194,5.43496388263454,140791,448155,3.18312250072803,140791,527541,3.74697956545518,140791,555427,3.94504620323742,140791,599104,4.25527199892039,140791,624296,4.43420389087371,140791,649838,4.61562173718491,140791,625931,4.44581684908836,140791,763225,5.4209786136898,140791,801261,5.6911379278505,140791,808789,5.74460725472509,140791,524442,3.72496821529785,140791,556776,3.95462778160536,140791,573514,4.07351322172582,140791,619751,4.40192199785498,140791,636211,4.51883287994261,140791,748416,5.31579433344461,140791,621411,4.41371252423806,140791,723789,5.14087548209758,140791,928746,6.59662904589072,140791,912321,6.47996675923887,140791,900190,6.39380358119482,140791,1344333,9.54842994225483,140791,1138094,8.08357068278512,140791,1271746,9.03286431661115,140791,1223166,8.68781385173768
IND,India,IND.33_1,Tripura,,,State,State,,IN.TR,13435,16020,1.19240788983997,13435,23655,1.76069966505396,13435,18469,1.37469296613323,13435,15759,1.1729810197246,13435,21774,1.62069222180871,13435,22899,1.70442873092668,13435,24193,1.80074432452549,13435,34775,2.58838853740231,13435,35814,2.66572385560104,13435,19454,1.44800893189431,13435,24488,1.82270189802754,13435,27579,2.05277260885746,13435,25095,1.86788239672497,13435,26130,1.94491998511351,13435,28155,2.09564570152587,13435,26308,1.95816896166729,13435,33561,2.49802754000744,13435,38282,2.84942314849274,13435,37989,2.82761443989579,13435,26951,2.00602902865649,13435,26082,1.94134722739114,13435,28316,2.1076293263863,13435,24070,1.79158913286193,13435,23915,1.78005210271679,13435,38238,2.84614812058057,13435,29813,2.21905470785262,13435,29093,2.16546334201712,13435,41473,3.0869371045776,13435,37658,2.80297729810197,13435,36658,2.72854484555266,13435,63621,4.73546706363975,13435,59341,4.41689616672869,13435,64229,4.78072199478973,13435,68931,5.13070338667659
IND,India,IND.34_1,Uttar Pradesh,United Provinces,,State,State,,IN.UP,315078,821792,2.60821764769359,315078,861994,2.73581144986321,315078,892686,2.83322224972864,315078,950335,3.01618964192994,315078,1035556,3.28666552409245,315078,1027939,3.2624905578936,315078,920515,2.92154641073004,315078,1076103,3.41535429322263,315078,799090,2.53616564787132,315078,629986,1.99946045106291,315078,783838,2.48775858676264,315078,688053,2.18375449888599,315078,797875,2.53230945987978,315078,916976,2.91031427138677,315078,814305,2.58445527774075,315078,701143,2.22529976704181,315078,1092049,3.46596398352154,315078,1138872,3.61457162988212,315078,1044927,3.31640736579514,315078,683970,2.17079580294403,315078,651180,2.06672633443147,315078,664109,2.1077606180057,315078,737399,2.34036968623642,315078,772570,2.4519960136855,315078,883776,2.80494353779064,315078,721541,2.29003929185789,315078,902900,2.86563961939583,315078,1190792,3.77935622290354,315078,1069952,3.39583214315185,315078,921964,2.9261452719644,315078,1579736,5.01379340988581,315078,1291223,4.09810586584909,315078,1384390,4.39380090009458,315078,1397839,4.43648556865284
IND,India,IND.35_1,Uttarakhand,Uttarakhand,,State,State,,IN.UT,72558,53048,0.731111662394223,72558,57592,0.79373742385402,72558,56458,0.778108547644643,72558,65220,0.898867113205987,72558,78165,1.07727611014637,72558,79769,1.09938256291518,72558,77084,1.06237768405965,72558,87177,1.20148019515422,72558,93410,1.28738388599465,72558,56957,0.78498580445988,72558,66592,0.917776123928443,72558,86622,1.19383114198297,72558,90742,1.25061330246148,72558,98140,1.35257311392265,72558,98438,1.3566801731029,72558,103240,1.42286171063149,72558,114112,1.5727004603214,72558,113716,1.56724275751812,72558,133121,1.83468397695637,72558,97193,1.33952148625927,72558,112817,1.55485266958847,72558,104895,1.4456710493674,72558,124986,1.72256677416687,72558,107597,1.4829102235453,72558,139846,1.92736845006753,72558,104550,1.44091623253122,72558,139857,1.92752005292318,72558,188258,2.59458639984564,72558,187120,2.57890239532512,72558,162785,2.24351553240166,72558,272051,3.74942804377188,72558,231217,3.18665067945643,72558,258069,3.55672703216737,72558,251555,3.46695057746906
IND,India,IND.36_1,West Bengal,Bangla|Bengala Occidentale|Bengala Ocidental|Bengale occidental,,State,State,,IN.WB,108937,323250,2.96731138180783,108937,355501,3.26336322828791,108937,354386,3.25312795468941,108937,376239,3.45373013760247,108937,424276,3.89469142715514,108937,456408,4.18965089914354,108937,456680,4.19214775512452,108937,500160,4.59127752737821,108937,489001,4.488842174835,108937,344033,3.15809137391336,108937,362347,3.32620689022095,108937,389703,3.57732450866097,108937,425014,3.90146598492707,108937,416932,3.82727631566869,108937,461934,4.24037746587477,108937,385678,3.54037654791301,108937,549617,5.04527387389041,108937,551576,5.06325674472401,108937,573327,5.26292260664421,108937,375201,3.4442016945574,108937,400383,3.67536282438474,108937,433169,3.97632576626858,108937,435043,3.99352836960812,108937,412805,3.78939203392787,108937,528616,4.85249272515307,108937,458166,4.20578866684414,108937,491064,4.50777972589662,108937,612643,5.62382845130672,108937,590125,5.41712182270487,108937,541080,4.96690747863444,108937,758088,6.95895792981264,108937,705394,6.47524716120326,108937,775480,7.11860983871412,108937,826472,7.58669689820722
